16.08.22;09:00;16:00;Präsentation Praxisbericht 1. Studienjahr;;203;
17.08.22;09:00;16:00;Präsentation Praxisbericht 1. Studienjahr;;203;
26.07.22;09:00;16:00;Wissenschaftliches Arbeiten, Methoden- und Sozialkompetenz;;203;
